#Thorlabs FTS
[SpectrumHeader]
#Date;19800101
#Time;0092447
#GMTTime;2092447
#XAxisUnit;nm_air
#YAxisUnit;dBm
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#InterferogramSmooth;0
#ISmoothParam1;0
#ISmoothParam2;0
#ISmoothParam3;0
#ISmoothParam4;0
#SensitivityMode;1
#ResolutionMode;0
#SamplesPerRef;16
#MinOPD;-1.020641
#MaxOPD;1.020641
#NumGainLevels;1
#GainLevel0;4.641439
#GainPos0;0
#NumCCoeff;14
#CCoeff_C0;0.004237
#CCoeffWnr0;3702.332520
#CCoeff_C1;0.002628
#CCoeffWnr1;3816.793945
#CCoeff_C2;0.001254
#CCoeffWnr2;3977.724854
#CCoeff_C3;0.000616
#CCoeffWnr3;4118.616211
#CCoeff_C4;0.000324
#CCoeffWnr4;4413.062500
#CCoeff_C5;0.000207
#CCoeffWnr5;5000.000000
#CCoeff_C6;0.000244
#CCoeffWnr6;5467.468750
#CCoeff_C7;0.000304
#CCoeffWnr7;5931.198242
#CCoeff_C8;0.000410
#CCoeffWnr8;6451.612793
#CCoeff_C9;0.000572
#CCoeffWnr9;7012.622559
#CCoeff_C10;0.000763
#CCoeffWnr10;7733.952148
#CCoeff_C11;0.000936
#CCoeffWnr11;8396.305664
#CCoeff_C12;0.001146
#CCoeffWnr12;9345.793945
#CCoeff_C13;0.001353
#CCoeffWnr13;10799.135742
#Apodisation;none
#PhaseCorrection;none
#SamplingDistance;3.9561987500e-06
#IgramOffset;3.2940613281e+04
#ApodPowerComp;1.0000000000e+00
#ZeroFill;0.000000
#InterferometerSerial;SN00286
#Source;
#AirMeasureOpt;7
#WnrMin;3999.957275
#WnrMax;10000.126953
#Length;12252
#Resolution;4.8976913095e-01
#ADC;16
#Instrument;3
#InstrModel;OSA203
#Type;emission
#AirTemp;25.38
#AirPressure;916.03
#AirRelHum;-6.00
#Name;
#Comment;""
[Data]
9.997480469e+02;-5.416784286e+01
9.997970581e+02;-5.319795990e+01
9.998460083e+02;-5.560730362e+01
9.998950195e+02;-5.644070435e+01
9.999439697e+02;-5.484594345e+01
9.999929810e+02;-5.365522003e+01
1.000041931e+03;-5.257789612e+01
1.000091003e+03;-5.443464661e+01
1.000140015e+03;-5.966852188e+01
1.000188965e+03;-5.583237076e+01
1.000238037e+03;-5.329557800e+01
1.000286987e+03;-5.579676819e+01
1.000336060e+03;-6.084457397e+01
1.000385010e+03;-5.219510651e+01
1.000434082e+03;-6.200127411e+01
1.000483093e+03;-5.783351517e+01
1.000532166e+03;-5.415382767e+01
1.000581177e+03;-5.485625458e+01
1.000630249e+03;-5.587313843e+01
1.000679260e+03;-5.883405304e+01
1.000728394e+03;-6.072168350e+01
1.000777405e+03;-5.299653625e+01
1.000826477e+03;-5.560209274e+01
1.000875488e+03;-5.622665024e+01
1.000924622e+03;-5.931913757e+01
1.000973694e+03;-5.520446777e+01
1.001022827e+03;-5.981302643e+01
1.001071838e+03;-5.317011261e+01
1.001120972e+03;-5.288482285e+01
1.001170105e+03;-5.567613220e+01
1.001219177e+03;-5.294375610e+01
1.001268372e+03;-5.537992477e+01
1.001317383e+03;-5.423942947e+01
1.001366577e+03;-5.460168839e+01
1.001415649e+03;-5.738035583e+01
1.001464844e+03;-5.384420395e+01
1.001513916e+03;-5.911080933e+01
1.001563110e+03;-5.371911621e+01
1.001612183e+03;-5.280451965e+01
1.001661377e+03;-6.278829575e+01
1.001710510e+03;-6.160553741e+01
1.001759705e+03;-5.350313187e+01
1.001808777e+03;-6.042639923e+01
1.001858032e+03;-6.052135086e+01
1.001907166e+03;-5.690435410e+01
1.001956360e+03;-5.382448578e+01
1.002005493e+03;-5.640529251e+01
1.002054749e+03;-5.396337128e+01
1.002103882e+03;-5.597118759e+01
1.002153137e+03;-5.781314850e+01
1.002202393e+03;-5.511344528e+01
1.002251526e+03;-5.578294754e+01
1.002300781e+03;-6.257591629e+01
1.002349976e+03;-5.422668457e+01
1.002399231e+03;-5.362680817e+01
1.002448364e+03;-5.508605957e+01
1.002497681e+03;-5.543083191e+01
1.002546875e+03;-5.534859085e+01
1.002596130e+03;-5.772657776e+01
1.002645325e+03;-5.641086578e+01
1.002694641e+03;-6.342181778e+01
1.002743835e+03;-6.161042786e+01
1.002793152e+03;-5.576330185e+01
1.002842346e+03;-5.513233566e+01
1.002891663e+03;-5.565052795e+01
1.002940918e+03;-5.348633575e+01
1.002990234e+03;-5.478302383e+01
1.003039490e+03;-5.512307739e+01
1.003088806e+03;-5.279629517e+01
1.003138062e+03;-5.421981049e+01
1.003187378e+03;-5.784285736e+01
1.003236633e+03;-5.370239258e+01
1.003286011e+03;-5.480698395e+01
1.003335327e+03;-5.419748688e+01
1.003384644e+03;-5.168159103e+01
1.003434021e+03;-5.396441650e+01
1.003483276e+03;-5.686188126e+01
1.003532654e+03;-5.602999878e+01
1.003581909e+03;-5.818835831e+01
1.003631348e+03;-5.437837982e+01
1.003680603e+03;-5.766913605e+01
1.003730042e+03;-5.289786911e+01
1.003779297e+03;-5.700540161e+01
1.003828735e+03;-5.443470383e+01
1.003878052e+03;-5.617381287e+01
1.003927490e+03;-5.386233902e+01
1.003976807e+03;-5.768697357e+01
1.004026245e+03;-5.803169250e+01
1.004075562e+03;-5.469367599e+01
1.004125000e+03;-5.546511078e+01
1.004174316e+03;-5.749660492e+01
1.004223816e+03;-5.438630676e+01
1.004273132e+03;-5.468717957e+01
1.004322632e+03;-5.638743973e+01
1.004372070e+03;-5.418778229e+01
1.004421448e+03;-5.686032104e+01
1.004470886e+03;-5.661012268e+01
1.004520264e+03;-6.156466675e+01
1.004569763e+03;-5.500398254e+01
1.004619141e+03;-5.435412979e+01
1.004668640e+03;-5.594928360e+01
1.004718018e+03;-5.485069656e+01
1.004767517e+03;-5.534108734e+01
1.004816956e+03;-5.715662003e+01
1.004866455e+03;-5.483371353e+01
1.004915894e+03;-5.588209534e+01
1.004965393e+03;-6.008582687e+01
1.005014832e+03;-5.759723663e+01
1.005064331e+03;-5.265958786e+01
1.005113770e+03;-5.411373901e+01
1.005163330e+03;-5.263117218e+01
1.005212769e+03;-5.798114014e+01
1.005262329e+03;-5.587902069e+01
1.005311768e+03;-5.571942139e+01
1.005361328e+03;-5.581331253e+01
1.005410889e+03;-5.409574127e+01
1.005460388e+03;-5.448478317e+01
1.005509949e+03;-5.741610718e+01
1.005559448e+03;-5.231306458e+01
1.005609009e+03;-5.303723907e+01
1.005658508e+03;-5.716495514e+01
1.005708130e+03;-5.933713531e+01
1.005757629e+03;-6.039203644e+01
1.005807190e+03;-5.483686447e+01
1.005856750e+03;-5.759063339e+01
1.005906372e+03;-5.736567688e+01
1.005955872e+03;-5.679489517e+01
1.006005493e+03;-5.261729813e+01
1.006054993e+03;-5.178065872e+01
1.006104675e+03;-5.890706635e+01
1.006154175e+03;-5.683653259e+01
1.006203857e+03;-5.532699585e+01
1.006253357e+03;-5.764022064e+01
1.006303040e+03;-5.321723557e+01
1.006352600e+03;-5.516058350e+01
1.006402283e+03;-6.120551300e+01
1.006451904e+03;-5.670303345e+01
1.006501526e+03;-5.768910980e+01
1.006551147e+03;-5.560388184e+01
1.006600769e+03;-5.675502777e+01
1.006650452e+03;-5.165830994e+01
1.006700012e+03;-5.586280060e+01
1.006749756e+03;-5.979985809e+01
1.006799316e+03;-5.718358994e+01
1.006849060e+03;-5.356446838e+01
1.006898682e+03;-5.200543213e+01
1.006948364e+03;-5.665046692e+01
1.006997986e+03;-5.408159637e+01
1.007047729e+03;-5.902321625e+01
1.007097351e+03;-6.068178177e+01
1.007147095e+03;-5.865846252e+01
1.007196716e+03;-5.851919174e+01
1.007246460e+03;-5.747054291e+01
1.007296143e+03;-5.577727890e+01
1.007345886e+03;-5.864219284e+01
1.007395569e+03;-5.946670532e+01
1.007445313e+03;-5.401220322e+01
1.007494995e+03;-5.652207184e+01
1.007544739e+03;-5.460837936e+01
1.007594543e+03;-6.743939972e+01
1.007644226e+03;-5.785176849e+01
1.007694031e+03;-5.321616745e+01
1.007743713e+03;-6.044159317e+01
1.007793518e+03;-5.289695358e+01
1.007843201e+03;-5.444118500e+01
1.007893005e+03;-5.607572937e+01
1.007942749e+03;-5.697386932e+01
1.007992554e+03;-5.817235947e+01
1.008042297e+03;-5.636890030e+01
1.008092102e+03;-5.945211411e+01
1.008141846e+03;-5.462931061e+01
1.008191711e+03;-5.397563171e+01
1.008241455e+03;-5.622359848e+01
1.008291260e+03;-5.347547531e+01
1.008341064e+03;-5.524580383e+01
1.008390930e+03;-5.262285614e+01
1.008440674e+03;-5.597940445e+01
1.008490540e+03;-5.560717010e+01
1.008540283e+03;-5.943041229e+01
1.008590210e+03;-5.316354752e+01
1.008640076e+03;-5.938321686e+01
1.008689880e+03;-5.506364822e+01
1.008739746e+03;-5.897402954e+01
1.008789551e+03;-6.512133789e+01
1.008839478e+03;-5.229638672e+01
1.008889282e+03;-5.453414917e+01
1.008939209e+03;-5.670856094e+01
1.008989014e+03;-5.530505371e+01
1.009038940e+03;-5.249367142e+01
1.009088745e+03;-6.525804901e+01
1.009138672e+03;-5.455562592e+01
1.009188538e+03;-5.535272598e+01
1.009238464e+03;-5.654679871e+01
1.009288330e+03;-5.475926971e+01
1.009338257e+03;-5.473595428e+01
1.009388123e+03;-5.548763657e+01
1.009438110e+03;-5.756107330e+01
1.009487976e+03;-5.760291290e+01
1.009537903e+03;-5.428330231e+01
1.009587830e+03;-5.610699081e+01
1.009637817e+03;-5.962673187e+01
1.009687805e+03;-6.064672470e+01
1.009737671e+03;-5.655118561e+01
1.009787659e+03;-5.588294220e+01
1.009837585e+03;-6.082643127e+01
1.009887573e+03;-5.731317139e+01
1.009937500e+03;-5.743027496e+01
1.009987488e+03;-5.800677872e+01
1.010037415e+03;-5.688078308e+01
1.010087463e+03;-5.858167267e+01
1.010137390e+03;-5.701442719e+01
1.010187439e+03;-5.879855728e+01
1.010237366e+03;-5.419737244e+01
1.010287415e+03;-5.396571350e+01
1.010337341e+03;-5.672660446e+01
1.010387451e+03;-5.464714432e+01
1.010437378e+03;-6.261154556e+01
1.010487427e+03;-5.744566345e+01
1.010537415e+03;-5.569740677e+01
1.010587524e+03;-5.418605804e+01
1.010637512e+03;-5.473616791e+01
1.010687561e+03;-5.724901199e+01
1.010737671e+03;-5.741398239e+01
1.010787659e+03;-5.403375626e+01
1.010837769e+03;-5.512779617e+01
1.010887756e+03;-5.360844421e+01
1.010937866e+03;-5.841268539e+01
1.010987915e+03;-5.756145096e+01
1.011038025e+03;-5.452019501e+01
1.011088074e+03;-5.359325027e+01
1.011138184e+03;-5.859711456e+01
1.011188232e+03;-5.513800812e+01
1.011238342e+03;-5.546472931e+01
1.011288391e+03;-5.428012085e+01
1.011338562e+03;-5.717601013e+01
1.011388611e+03;-5.376321793e+01
1.011438782e+03;-5.442129135e+01
1.011488831e+03;-6.230446625e+01
1.011539001e+03;-5.449390793e+01
1.011589111e+03;-5.874316406e+01
1.011639282e+03;-5.771456909e+01
1.011689331e+03;-5.988685608e+01
1.011739563e+03;-5.430494690e+01
1.011789612e+03;-5.716126251e+01
1.011839844e+03;-5.684907913e+01
1.011890015e+03;-5.714872742e+01
1.011940125e+03;-5.749351501e+01
1.011990356e+03;-5.543222809e+01
1.012040466e+03;-5.722850037e+01
1.012090698e+03;-5.578910446e+01
1.012140869e+03;-5.483061981e+01
1.012191101e+03;-5.697816467e+01
1.012241211e+03;-6.063690567e+01
1.012291443e+03;-6.224437714e+01
1.012341614e+03;-5.684577179e+01
1.012391846e+03;-5.644544983e+01
1.012442017e+03;-5.461110687e+01
1.012492310e+03;-5.515591431e+01
1.012542480e+03;-5.902099991e+01
1.012592773e+03;-6.658854675e+01
1.012642944e+03;-5.685241318e+01
1.012693237e+03;-5.595969391e+01
1.012743408e+03;-5.337944031e+01
1.012793701e+03;-6.017263794e+01
1.012843872e+03;-5.769725418e+01
